lemma,pos,sent1,sent2,start1,end1,start2,end2,tag,position1,position2
nickel,NOUN,"A number of semiempirical estimates by various workers lead to the conclusion that the **f bond becomes symmetric when the **f bond length is about 2.4 to 2.5 A, but aside from the possible example of nickel dimethylglyoxime there have been no convincing reports of symmetric **f bonds. ","Their kind created an American culture superior to any in the world, an industrial and technological culture which penetrated Russia as it did almost every corner of the earth without a nickel from the Federal treasury or a single governmental specialist to contrive directives or program a series of consultations of interested agencies. ",202,208,187,193,F,37,32
enterprise,NOUN,"As a creative enterprise, its abilities are primarily in `` swallowing '' creative enterprises developed outside its own organization ( an ability made possible by us, and almost mandatory ). ","The growing communications needs of this new State can best be met, as they have in other States, through the operation and development of such facilities by private enterprise. ",14,24,168,178,T,3,30
enterprise,NOUN,"As a creative enterprise, its abilities are primarily in `` swallowing '' creative enterprises developed outside its own organization ( an ability made possible by us, and almost mandatory ). ","In deciding on the enterprises to be managed by family labor, compare the amount of labor that can be supplied by the family with the labor needs of various enterprises listed in table 1. ",14,24,19,30,F,3,4
stake,NOUN,He must think of others who have a stake in the question and in its answer. ,"Ideally speaking, it should be allowed to operate only where the public has a great stake in the continuity of supply or services, and where the actions of a single proprietor are secondary to the needs of society. ",35,40,85,90,T,8,16
stake,NOUN,He must think of others who have a stake in the question and in its answer. ,"The chevaux de frise, those sharp stakes and barriers around the fort at the Battery, pointed to a conflict between the town and sea power rolling in glassy swells as the tide came in. ",35,40,35,41,F,8,7
utility,NOUN,"Examples are in public utilities, making military aircraft and accessories, or where the investment and risk for a proprietorship would be too great for a much needed project impossible to achieve by any means other than the corporate form, e. g. constructing major airports or dams. ","The values of the site may be affected by the appearance of the adjoining lands, ownership and use of the land, and the utilities available there. ",23,32,122,131,T,4,25
utility,NOUN,"Examples are in public utilities, making military aircraft and accessories, or where the investment and risk for a proprietorship would be too great for a much needed project impossible to achieve by any means other than the corporate form, e. g. constructing major airports or dams. ","I mean something more like Freud 's concept of the utility of `` play '' to a small child : he plays `` house '' or `` doctor '' or `` fireman '' as a way of mastering slightly frightening experiences, reliving them imaginatively until they are under control. ",23,32,51,58,F,4,10
integrity,NOUN,"When the smaller facet-planes of Analytical Cubism were placed upon or juxtaposed with the large, dense shapes formed by the affixed materials of the collage, they had to coalesce - become `` synthesized '' - into larger planar shapes themselves simply in order to maintain the integrity of the picture plane. ","Proprietorships can establish a unity and integrity of control ; corporations, being more amorphous, cannot. ",280,289,42,51,T,48,6
integrity,NOUN,"When the smaller facet-planes of Analytical Cubism were placed upon or juxtaposed with the large, dense shapes formed by the affixed materials of the collage, they had to coalesce - become `` synthesized '' - into larger planar shapes themselves simply in order to maintain the integrity of the picture plane. ","They visited the shipyards at Brest and Pierre had to sign the register, vouching for the integrity of the visiting foreigner. ",280,289,91,100,F,48,17
article,NOUN,In this article we will concentrate on the advances in the application of electronics in bio-medical research laboratories because this is where tomorrow 's commonplace equipment originates. ,"Once, Andrus walked by it, hastily scanned the bold black headline and the five column lead of the article ( by Duane Bosch, staff correspondent - age not given ), and muttered : `` We a buncha national celebrities ''. ",8,15,101,108,T,2,20
article,NOUN,In this article we will concentrate on the advances in the application of electronics in bio-medical research laboratories because this is where tomorrow 's commonplace equipment originates. ,"And he could recognize, by touch alone, articles which he had handled immediately before, even though they were altogether unfamiliar to him and could not be identified by him ; that is, he was unaware what kind of objects they were or what their use was. ",8,15,42,50,F,2,9
par,NOUN,"A couple of weeks ago, he scored a monstrous 12 on a par 5 hole. ","The world 's best golfer, shooting below par, came to the last hole of the opening round of the Los Angeles open with every intention of delivering a final crusher. ",54,57,42,45,T,13,8
par,NOUN,"A couple of weeks ago, he scored a monstrous 12 on a par 5 hole. ",Its growth continues steadily on a par with past growth ; and no limitation is in evidence. ,54,57,35,38,F,13,6
